package,owner
era,joeroe
erah,xdomingoal
erccdashboard,munrosa
ercv,iserram
erer,cran
erfe,amadoudiogobarry
ergm,statnet
ergm.count,statnet
ergm.ego,statnet
ergm.multi,statnet
ergm.rank,statnet
ergMargins,cran
ergmgp,statnet
ergmharris,jenineharris
ergmito,muriteams
erify,flujoo
eRm,pmair78
erma,vjcitn
ERP,dcauseur
erp.easy,mooretm
ERPeq,emrahaltun
err,poissonconsulting
errint,jesuspradaalonso
errorist,r-assist
errorlocate,data-cleaning
errors,r-quantities
errum,tmsalab
ERSA,cbhurley
ERSSA,zshao1
eRTG3D,munterfi
es.dif,cran
esaBcv,jingshuw
esaddle,mfasiolo
esaps,nicolas-schmidt
esATAC,wzthu
esback,bayerse
esc,strengejacke
escalation,brockk
escape,bioc
escheR,boyiguo1
EScvtmle,lauren-eylerdang
esDesign,yangzhao98
eSDM,smwoodman
eseis,coffeemuggler
eselect,martabofillroig
esem,maria-pro
esemifar,cran
esetVis,lcougnaud
ESG,etendard7
eshrink,kpkeller
eSIR,cran
esmisc,eduardszoecs
esmprep,mmiche
espadon,cran
esquisse,dreamrs
esreg,bayerse
ess,mlindsk
essentials,cran
essHist,cran
essurvey,ropensci
estadistica,cran
estatapi,yutannihilation
EstCRM,czopluoglu
ESTER,lnalborczyk
EstHer,cran
estimability,rvlenth
EstimateGroupNetwork,cran
estimateW,tkrisztin
EstimationTools,jaimemosg
estimatr,declaredesign
EstimDiagnostics,otryakhin-dmitry
estimraw,cran
estmeansd,stmcg
EstMix,cran
estprod,rrremedio
esvis,datalorax
et.nwfva,rnuske
etable,cran
ETAS,jalilian
ETASbootstrap,rjpeng98
etasFLP,marcellochiodi
ETC,cran
ether,cran
ethnobotanyR,cwwhitney
EthSEQ,cibiobcg
etl,beanumber
ETLUtils,jwijffels
etm,mclements
etma,xup6fup
etrader,exploringfinance
etree,ricgbl
etrm,sleire
etrunct,stephens999
etwfe,grantmcdermott
EuclideanSD,cran
eudract,cran
eudysbiome,bioc
EUfootball,cran
eulerian,alorchhota
eulerr,jolars
eummd,cran
eunis.habitats,ramiromagno
eurlex,michalovadek
eurocordexr,mitmat
eurodata,alekrutkowski
europeanaR,alekoure
europepmc,ropensci
europop,mdlincoln
EurosarcBayes,finite2
eurostat,ropengov
eva,brianbader
evabic,abichat
Evacluster,fahimehnm
EvalEst,r-forge
evalITR,michaellli
evalR,cran
evaluate,r-lib
EvaluateCore,aravind-j
EvaluationMeasures,babak-khorsand
EValue,mayamathur
evaluomeR,neobernad
Evapotranspiration,cran
evclass,cran
evclust,cran
EvCombR,cran
evd,cran
evdbayes,cran
event,swihart
eventdataR,bupaverse
EventDetectGUI,sowmyachandrasekaran17
EventDetectR,frehbach
eventglm,sachsmc
eventInterval,jimlemon
EventPointer,jpromeror
eventPred,kaifenglu
eventstream,sevvandi
EventStudy,eventstudytools
eventstudyr,jmslab
eventTrack,numbersman77
EventWinRatios,daewoopak
evgam,byoungman
EVI,lefmel
evian,struglab
evidence,rvhulst
evidenceFactors,cran
EvidenceSynthesis,ohdsi
evident,cran
EviewsR,sagirumati
evilDice,cran
evir,bpfaff
evmix,cran
evobiR,coleoguy
evolMap,modesto-escobar
evolqg,lem-usp
EvolutionaryGames,jhstaudacher
evolvability,ghbolstad
Evomorph,juanmac17
evoper,antonio-pgarcia
EvoPhylo,tiago-simoes
evoTS,klvoje
evreg,cran
evt0,lbelzile
evtclass,edovi
evtree,cran
EWCE,nathanskene
EWGoF,mkrit
ewoc,dnzmarcio
EwR,cran
EWS,cran
EWSmethods,duncanobrien
Exact,pcalhoun1
exact.n,cran
exact2x2,cran
exactci,cran
ExactCIdiff,cran
exactextractr,isciences
exactLTRE,cran
ExactMed,cran
ExactMultinom,resinj
exactRankTests,thothorn
ExamPAData,sdcastillo
exampletestr,rorynolan
exams,zeileis
exams.mylearn,hdarjus
exams2learnr,zeileis
exams2sakai,jesusmmp
ExceedanceTools,jfrench
exceedProb,bdsegal
excel.link,gdemin
exceldata,cran
ExcelFunctionsR,anosckin
excelR,swechhya
excelstrippr,burch-cm
ExcessMass,cran
excessmort,cran
excluder,ropensci
ExclusionTable,entjos
ExCluster,bioc
exCon,bryanhanson
excursions,davidbolin
exDE,dd-harp
exdex,paulnorthrop
exdqlm,rabarata
ExhaustiveSearch,rudolfjagdhuber
exif,ironholds
exifr,paleolimbot
exiftoolr,joshobrien
ExiMiR,bioc
ExNRuleEnsemble,cran
exomeCopy,bioc
ExomeDepth,vplagnol
exomePeak2,zw-xjtlu
exoplanets,ropensci
ExpAnalysis3d,cran
ExPanDaR,joachim-gassen
expandFunctions,cran
expDB,byzheng
ExpDE,fcampelo
ExpDes,ericbarba
ExpDes.pt,ericbarba
expectreg,cran
experDesign,llrs
experiences,joe-chelladurai
experiment,kosukeimai
ExperimentHub,bioconductor
ExperimentHubData,bioc
experimentr,tuncerkerem
ExperimentSubset,bioc
ExpertChoice,jedstephens
expertsurv,cran
ExpGenetic,w123yu
ExpImage,cran
expint,vigou3
expirest,piusdahinden
ExplainPrediction,rmarko
ExplodeLayout,weibzhan
explor,juba
exploratory,jinkim3
explore,rolkra
ExploreModelMatrix,csoneson
exploreR,cran
expm,r-forge
export,tomwenseleers
ExPosition,derekbeaton
ExposR,expos-model
expowo,dboslab
expperm,cran
ExpRep,cran
ExpressionAtlas,bioc
expSBM,riccardorastelli
expsmooth,robjhyndman
expss,gdemin
expstudy,cb12991
exreport,jacintoarias
EXRQ,judywanggwu
ExtDist,oleksii-nikolaienko
extendedFamily,gmcmacran
exteriorMatch,cran
extlasso,doer0
ExtMallows,cran
extraChIPs,smped
ExtractTrainData,subhadipdatta
extraDistr,twolodzko
extrafont,wch
extrafontdb,wch
extrafrail,cran
extraoperators,jwiley
extras,poissonconsulting
extraterrestrial,cran
extRatum,patnik
extRC,francescobartolucci
ExtremalDep,simonepadoan
ExtremeBounds,cran
extremefit,kevinjaunatre
extremeIndex,maxtailt
ExtremeRisks,simonepadoan
extRemes,ericgilleland
extremeStat,brry
extremevalues,markvanderloo
extremis,mmbbcarvalho
extremogram,cran
exuber,kvasilopoulos
exvatools,enriquefeas
eye,tjebo
eyedata,tjebo
eyelinker,a-hurst
eyelinkReader,alexander-pastukhov
eyeRead,sanverhavert
eyetrackingR,samhforbes
eyeTrackR,cran
ez,mike-lawrence
ez.combat,cran
ezcox,shixiangwang
ezCutoffs,bschmalbach
ezec,grunwaldlab
ezEDA,kviswana
ezglm,cran
EzGP,cran
ezknitr,ropensci
ezmmek,ccook
ezplot,wkostelecki
ezr,jinkim3
EZtune,jillbo1000
fabCI,pdhoff
fabia,bioc
FABInference,pdhoff
fabisearch,mondrus96
fable,tidyverts
fable.ata,alsabtay
fable.prophet,mitchelloharawild
fabletools,tidyverts
fabMix,mqbssppe
fabR,guifabre
fabricatr,declaredesign
fabricerin,feddelegrand7
face,cli9
facebookadsR,pablosanmar
facebookleadsR,pablosanmar
facebookorganicR,pablosanmar
facerec,cschwem2er
facmodCS,robustport
FACT,henrifnk
factDesign,bioc
factiv,mattblackwell
FACTMLE,cran
FactoClass,cepardot
factoextra,kassambara
FactoInvestigate,husson
FactoMineR,husson
factoptd,cran
factor.switching,mqbssppe
FactorAssumptions,storopoli
FactorCopula,cran
factorial2x2,ericsleifer
factormodel,yujunghwang
factorplot,davidaarmstrong
FactorsR,cran
factorstochvol,gregorkastner
factory,jonthegeek
Factoshiny,husson
factR,fursham-h
factReg,bartjanvanrossum
factset.analyticsapi.engines,cran
factset.protobuf.stach.v2,charlie430
factset.protobuf.stachextensions,ramanth
fad,somakd
FADA,dcauseur
FAdist,tpetzoldt
FADPclust,cran
faersquarterlydata,luisgarcez11
Fahrmeir,kjetil1001
fail,mllg
fairadapt,dplecko
FAIRmaterials,vuvlab
FairMclus,cran
fairml,cran
fairmodels,modeloriented
fairness,kozodoi
fairsubset,cran
fake,barbarabodinier
fakemake,fvafrcu
fakir,thinkr-open
fakmct,alfinurrahmah
falcon,cran
falconx,cran
fam.recrisk,sinnweja
FamAgg,euracbiomedicalresearch
famat,emiliesecherre
FAMetA,maialba3
FamEvent,cran
familial,ryan-thompson
familiar,alexzwanenburg
Families,willekens
FamilyRank,cran
FAmle,tpetzoldt
FAMoS,gabelhub
famSKATRC,kkunji
FAMT,dcauseur
fanc,keihirose
fANCOVA,cran
fancycut,cran
fangs,dbdahl
fanovaGraph,cran
fanplot,guyabel
fansi,brodieg
FAO56,aahani-r
FAOSTAT,paulrougieux
faoutlier,philchalmers
faq,jienagu
far,looping027
faraway,julianfaraway
FARDEEP,cran
farff,mlr-org
farms,bioc
FarmSelect,kbose28
FarmTest,xiaooupan
farr,iangow
farrell,feddelegrand7
farver,thomasp85
fasano.franceschini.test,braunlab-nu
FASeg,emilielebarbier
fasjem,blw921
fAssets,r-forge
fasstr,bcgov
fasta,echi
fastadi,rohelab
fastAFT,cran
fastai,eagerai
FastBandChol,cran
fastcluster,dmuellner
fastcmh,cran
fastcox,archer-yang-lab
FastCUB,cran
fastdigest,cran
fastDummies,jacobkap
fasterElasticNet,cufesam
fasterize,ecohealthalliance
FastGaSP,uncertaintyquantification
fastGHQuad,awblocker
fastGLCM,mlampros
fastglm,jaredhuling
FastGP,ggopalan
fastGraph,cran
fastICA,cran
FastImputation,shaptonstahl
FastJM,shanpengli
fastJT,dcibioinformatics
FastKM,sth1402
fastkmedoids,lixun910
FastKNN,besanson
fastLaplace,sangwan93
fastLink,kosukeimai
fastLiquidAssociation,bioc
fastLogisticRegressionWrap,kapelner
fastlogitME,cran
fastlogranktest,tikacp
fastM,klauschn
fastmap,r-lib
fastmaRching,cran
fastmatch,s-u
fastmatrix,faosorios
fastmit,cran
fastNaiveBayes,mskogholt
fastnet,networkgroupr
fastOnlineCpt,ghahn-hsph
FastPCS,kvak
fastpos,johannes-titz
fastpseudo,cran
FastqCleaner,leandroroser
fastqcr,kassambara
fastqq,gumeo
fastR2,rpruim
FastRCS,kvak
fastreeR,gkanogiannis
fastrep,alissonrp
fastRG,rohelab
fastRhockey,sportsdataverse
fastrmodels,nflverse
FastRWeb,s-u
fastseg,bioc
FastSF,cran
fastshap,bgreenwell
fastSOM,cran
fastText,mlampros
fastTextR,emilhvitfeldt
fasttime,s-u
fastTopics,stephenslab
fastverse,fastverse
fastWavelets,johnswyou
fat2Lpoly,cran
FateID,dgrun
FatTailsR,cran
FaultTree,jto888
faux,debruine
fauxnaif,rossellhayes
fauxpas,sckott
FAVAR,common2016
faviconPlease,jdblischak
favnums,cran
FAwR,cran
fbar,maxconway
fBasics,cran
fbati,cran
FBCRM,cran
FBFsearch,davidealtomare
FBN,biointf
fbnet,marsicofl
fBonds,cran
fbRads,daroczig
fbroc,erikpeter
fbst,riko-k
fc,swang87
fca,egrueebler
fcaR,malaga-fca-group
FCBF,bioc
fCCAC,bioc
fcci,vgherard
fcfdr,annahutch
fCI,bioc
fcirt,naidantu
fclust,cran
fcm,liadd
FCMapper,shaunturney
FCO,thomasniemand
fcoex,bioc
fCopulae,waternumbers
FCPS,mthrun
fcr,andrew-leroux
fcros,doulaye
fcScan,bioc
FCSlib,fcslib
fctbases,naolsen
fcuk,thinkr-open
FCVAR,leemorinucf
FD,elaliberte
fda,jamesramsay5
fda.usc,moviedo5
fdaACF,gmestrem
fdacluster,astamm
fdaconcur,functionaldata
fdadensity,functionaldata
fdakma,astamm
fdaMixed,bomarkussen
fdaMocca,cran
fdANOVA,ls-git-17
fdaoutlier,otsegun
fdapace,functionaldata
fdapaceShiny,cpossinger
fdaPDE,eleonoraarnone
fdaPOIFD,aefdz
fdasrvf,jdtuck
fdatest,alessiapini
FDboost,boost-r
fddm,rtdists
fdicdata,visbanking
fdm2id,blansche
fDMA,kdrachal
fdq,cran
fdrame,bioc
fdrci,millstei
fdrDiscreteNull,xiongzhichen
FDRestimation,murraymegan
FDRsampsize,stan-pounds
fdrtool,cran
fds,cran
fdth,jcfaria
FDX,disohda
FEA,bhramdath
FeaLect,cran
FEAST,suke18
feasts,tidyverts
feather,hadley
FeatSeekR,tcapraz
feature,tarnduong
featureCorMatrix,masem-research
featurefinder,richard987
featureflag,szymanskir
FeatureHashing,wush978
FeatureImpCluster,o1iv3r
features,rvaradhan
FeatureTerminatoR,cran
featurizer,cran
febr,laboratorio-de-pedometria
fechner,cran
fect,lzy318
FedData,ropensci
federalregister,ropengov
fedmatch,c0webster
fedregs,noaa-edab
fedstatAPIr,denchpokepon
fedup,rosscm
fedz1,shaf1430
FeedbackTS,cran
feisr,ruettenauer
FELLA,bioc
felp,atusy
feltr,cran
fence,cran
FENmlm,cran
FEprovideR,umich-biostatistics
FER,pyfe
fergm,benjamin-w-campbell
fermicatsR,sazpark
ferrn,huizezhang-sherry
FertBoot,cran
fertilmodel,cran
FertNet,gertstulp
FESta,eldho1983
fetch,dbosak01
fetchGoogleAnalyticsR,pablosanmar
fetchSalesforceR,pablosanmar
fExtremes,r-forge
ff,truecluster
FFD,r-forge
fflr,kiernann
ffmanova,olangsrud
ffp,reckziegel
ffpe,lwaldron
ffscrapr,ffverse
ffsimulator,ffverse
ffstream,cran
FFTrees,ndphillips
fftw,cran
fftwtools,krahim
FGalgorithm,cran
fGarch,r-forge
fgdr,uribo
fgeo,forestgeo
fgeo.analyze,forestgeo
fgeo.plot,forestgeo
fgeo.tool,forestgeo
fgeo.x,forestgeo
fgga,fspetale
fgitR,fastgitorg
FGLMtrunc,cran
fglsnet,weihuaan
fgm,javzapata
Fgmutils,cran
FGNet,bioc
fgsea,ctlab
fgui,cran
FHDI,cran
fhircrackr,polar-fhir
fHMM,loelschlaeger
FHtest,ramonoller
FI,dvdscripter
fiberLD,cran
fic,chjackson
fICA,klauschn
fidelius,mattwarkentin
fido,jsilve24
FielDHub,didiermurillof
fields,dnychka
FieldSimR,crwerner
fiery,thomasp85
FIESTA,graysonwhite
FIESTAutils,usdaforestservice
fig,tymekdev
figir,philaris
figma,pedropark99
figpatch,bradyajohnston
figuRes2,gcicc
file2meco,chiliubio
filearray,dipterix
filebin,datawookie
filehash,rdpeng
filehashSQLite,rdpeng
filelock,r-lib
filematrix,andreyshabalin
filenamer,djhshih
files,gitronald
filesstrings,rorynolan
FILEST,cran
filling,kisungyou
fillr,jelger12
FilterFFPE,bioc
filteRjsats,tspaulding-esa
filterNHP,avrincon
fImport,r-forge
finalfit,ewenharrison
finalsize,epiverse-trace
FinAna,peteryinr
FinancialInstrument,braverock
FinancialMath,cran
FinAsym,cran
finbif,luomus
finbipartite,convexfi
FinCal,felixfan
finch,ropensci-archive
FinCovRegularization,yanyachen
FindAllRoots,cran
findInFiles,stla
findInGit,stla
FindIt,naoki-egami
FindIT2,shangguandong1996
findPackage,amarnathbose
findpython,trevorld
findR,zumbov2
findviews,tsellam
FinePop,cran
FinePop2,cran
finetune,tidymodels
fingerprint,rajarshi
fingerPro,ivanlizaga
fingertipsR,ropensci
fingraph,convexfi
finiteruinprob,baumgrt
finity,x0range
FinNet,fatelarico
finnishgrid,virmar
finnts,microsoft
finreportr,sewardlee337
FinTS,r-forge
fipio,program--
fipp,cran
FiRE,princethewinner
firebase,johncoene
firebehavioR,ecofire
FiSh,mlaib
FISHalyseR,bioc
fishbc,poissonconsulting
fishdata,condwanaland
FisherEM,cran
fisheye,rcarto
fishkirkko2015,cran
fishmethods,gnelson12
fishMod,scott-foster
FishPhyloMaker,gabrielnakamura
fishpond,mikelove
FishResp,cran
fishtree,jonchang
fishualize,nschiett
FisPro,j-ll
FIT,cran
fit.models,kjellpk
fitbitr,mrkaye97
fitbitScraper,corynissen
fitbitViz,mlampros
fitConic,cellocgw
fitdistrplus,aursiber
FitDynMix,marco-bee
fitHeavyTail,convexfi
FitHiC,bioc
fitlandr,sciurus365
fitmix,guven-code
fitODBOD,amalan-constat
fitode,parksw3
fitplc,remkoduursma
fitPoly,roelandv
fitPS,jmcurran
fitscape,rrrlw
FITSio,cran
fitteR,markusboenn
FitUltD,jcval94
fitur,tomroh
fitzRoy,jimmyday12
fivethirtyeight,rudeboybert
fixedincome,wilsonfreitas
FixedPoint,s-baumann
fixedpointproperty,cran
fixedTimeEvents,khliland
fixerapi,evanodell
fixest,lrberge
fixr,ambuvjyn
FixSeqMTP,allenzhuaz
fixtuRes,jakubnowicki
fizzbuzzR,cran
FKF,waternumbers
FKF.SP,tomaspinall
FKSUM,davidhofmeyr
flacco,kerschke
flagme,markrobinsonuzh
flagr,mmatyi
flam,ajpete
FLAME,vittorioorlandi
FLAMES,olivervoogd
flametree,djnavarro
flamingos,fchamroukhi
flan,adrimaz
flare,mlcoding
flashCard,jienagu
flashClust,plangfelder
flashlight,mayer79
flashlighttext,athospd
flashr,jeffreyrstevens
flatr,evilgraham
flattabler,josesamos
flatxml,jsugarelli
fledge,cynkra
flexclust,cran
flexCWM,cran
flexdashboard,rstudio
FlexDir,nenedibri
FlexDotPlot,simon-leonard
FlexGAM,spiegele
flexiblas,enchufa2
flexmet,leahfeuerstahler
flexmix,cran
flexmixNL,cran
flexmsm,cran
FlexParamCurve,cran
flexpolyline,munterfi
FlexReg,cran
flexrsurv,grzebyk
FlexScan,marsdu1989
flexsiteboard,cran
flexsurv,chjackson
flexsurvcure,jrdnmdhl
flextable,davidgohel
FlickrAPI,koki25ando
flifo,paulponcet
flightplot,xmc811
FLightR,eldarrak
flightsbr,ipeagit
flimo,cran
flintyR,alanaw1
flip,cran
flipbookr,evamaerey
flipdownr,feddelegrand7
flipdownWidgets,fanggong
flippant,cran
flipr,lmjl-alea
flipscores,cran
FLLat,cran
float,wrathematics
flobr,poissonconsulting
flock,ivannp
flood,cran
FloodFreqPlot,aahani-r
flora,gustavobio
FLORAL,vdblab
flow,moodymudskipper
flowAI,bioc
flowBeads,bioc
flowBin,bioc
flowcatchR,federicomarini
flowCHIC,bioc
flowClean,bioc
flowClust,bioc
flowCore,bioc
flowCut,bioc
flowCyBar,bioc
flowDensity,bioc
flowFP,bioc
flowGate,bioc
flowGraph,aya49
flowMap,bioc
flowMatch,bioc
flowMeans,bioc
flowMerge,bioc
flowPeaks,bioc
flowPloidy,plantarum
flowPlots,bioc
flowr,flow-r
FlowRegEnvCost,garciadejalon
FlowScreen,hydauer
FlowSOM,bioc
flowSpecs,jtheorell
flowStats,rglab
flowTime,bioc
flowTraceR,okdll
flowTrans,bioc
flowViz,bioc
flowVS,bioc
flowWorkspace,bioc
flps,sooyongl
FLR,consmavr
flsa,hhoeflin
FLSSS,whateverliu
FluMoDL,thlytras
fluoSurv,jferdy
fluspect,ahornero
flux,cran
fluxweb,cran
flying,bmasinde
FlyingR,bmasinde
fma,robjhyndman
FMAdist,cran
fmbasics,imanuelcostigan
FMC,jiyosunny
FMCCSD,cran
fmcmc,uscbiostats
fmcsR,girke-lab
fmdates,imanuelcostigan
FME,r-forge
fmerPack,liyanstat
fmf,zheng-ww
FMM,alexarc26
FMP,nwaller
fmpcloudr,exploringfinance
FMradio,cfwp
fmri,cran
fmriqa,martin3141
fMRIscrub,mandymejia
fMRItools,mandymejia
fmrs,shokoohi
fmsb,minatonakazawa
FMsmsnReg,lbenitesanchez
FMStable,cran
fmt,cran
fmtr,dbosak01
fMultivar,theussl
fnets,haeran-cho
FNN,cran
fNonlinear,waternumbers
fobitools,pcastellanoescuder
FOCI,monaazadkia
focusedMDS,lea-urpa
foghorn,fmichonneau
folderfun,databio
folders,deohs
FoldGO,bioc
folio,tesselle
fomantic.plus,ashbaldry
fontawesome,rstudio
fontBitstreamVera,lionel-
fontcm,wch
fontLiberation,lionel-
fontquiver,lionel-
foodingraph,vgasque
foolbox,mailund
footballpenaltiesBL,lgstat
footBayes,leoegidi
footprint,acircleda
foqat,tianshu129
ForagingOrg,marcuspirx
forams,godrigos
forcats,tidyverse
forceR,peter-t-ruehr
foreach,revolutionanalytics
ForeCA,gmgeorg
forecast,robjhyndman
ForecastComb,ceweiss
ForecastCombinations,cran
forecasteR,promidat
forecastHybrid,ellisp
forecastLSW,adunaic
forecastML,nredell
forecastSNSTS,tobiaskley
ForecastTB,neerajdhanraj
FoReco,danigiro
forecTheta,jafiorucci
foreign,cran
forensIT,marsicofl
foreSIGHT,climateanalytics
forestat,caf-ifrit
forestControl,aberhrml
ForestDisc,hmais
forestecology,rudeboybert
forestError,benjilu
ForestFit,mahditeimouri
ForestGapR,carlos-alberto-silva
forestHES,zongzheng
forestinventory,cran
forestmangr,sollano
forestmodel,cran
forestplot,gforge
forestploter,adayim
forestr,atkinsjeff
forestRK,h56cho
forestry,jienagu
ForestTools,andrew-plowright
foretell,sriharitn
forge,cran
forImage,thaiserf
ForIT,npuletti
formatBibtex,wenjie2wang
formatdown,graphdr
formatR,yihui
formattable,renkun-ken
formatters,insightsengineering
FormShare,qlands
Formula,zeileis
formula.tools,decisionpatterns
formulaic,dachosen1
formulops,billdenney
forplo,cran
forrel,magnusdv
forsearch,githubwilly
forstringr,gbganalyst
FORTLS,molina-valero
fortunes,zeileis
forward,kjbeath
forwards,forwards
fossil,cran
fossilbrush,jf15558
FossilSim,bjoelle
FossilSimShiny,bjoelle
foto,bluegreen-labs
foundry,palantir
FourgameteP,aflavus
fourierin,gbasulto
fourPNO,tmsalab
FourScores,cran
FourWayHMM,cran
fpa,lawrencecao
fpc,chrhennig
FPCA2D,cran
FPCA3D,edmondlinnan
fpcb,nicolashernandezb
fpCompare,predictiveecology
FPDclustering,cran
fpeek,davidgohel
fpest,sampath1959
FPLdata,andrewl776
fplot,cran
fplyr,fmarotta
fpop,guillemr
fpopw,guillemr
fPortfolio,r-forge
fpow,baharev
fpp,robjhyndman
fpp2,robjhyndman
fpp3,robjhyndman
fptdApprox,jjserra68
FPV,cran
fqacalc,cran
fqadata,cran
fqar,equitable-equations
fracdiff,mmaechler
fracdist,leemorinucf
FracKrigingR,nidagreen
fracprolif,spgarbet
fractaldim,hanase
FractalParameterEstimation,cran
fractalRegression,cran
fractD,fscopaolomancuso
FRACTION,cran
fractional,billvenables
fracture,rossellhayes
fragility,linlf
Fragman,cran
frailtyEM,tbalan
frailtyHL,msnoh1
frailtyMMpen,heilokchow
frailtypack,cran
frair,dpritchard
framecleaner,harrison4192
Frames2,dmolinam
franc,gaborcsardi
FRAPO,bpfaff
frapplot,guanqiaoding
FRASER,gagneurlab
frbinom,leejeo25
frbs,cran
FRCC,cran
frechet,functionaldata
fredr,sboysel
free,ly129
freealg,robinhankin
freebird,laylaparast
freecurrencyapi,cran
freedom,sva-se
freegroup,robinhankin
FreeSortR,cran
freesurferformats,dfsp-spirit
FREEtree,adzafirov
fRegression,r-forge
frenchCurve,billvenables
frenchdata,nareal
frenchFISH,bioc
FREQ,geckogretel
freqdist,cran
freqdistributionNogives,harshit-budakoti
freqdom,cran
freqdom.fda,cran
freqparcoord,cran
freqpcr,sudoms
FreqProf,aibrt
freqtables,brad-cannell
frequency,wilcoxa
frequencyConnectedness,tomaskrehlik
frequentdirections,shinichi-takayanagi
frequentistSSD,cran
FRESA.CAD,josetamezpena
fresh,dreamrs
FRESHD,adam-lund
freshr,shawnlinxl
FrF2,cran
FrF2.catlg128,cran
FRGEpistasis,bioc
FRI,dromarnrc
frictionless,ropensci
friends,emilhvitfeldt
fritools,fvafrcu
fritools2,fvafrcu
FRK,andrewzm
frma,bioc
frmaTools,bioc
frmhet,cran
frmpd,cran
fromo,shabbychef
frontier,r-forge
frontiles,cran
frostr,imangr
frscore,vpparkkinen
fruclimadapt,carm1r
fs,r-lib
FSA,fishr-core-team
FSAdata,fishr-core-team
fsbrain,dfsp-spirit
FScanR,seanchen607
fscaret,cran
FSDAM,youyifong
fsdaR,uniprjrc
FSelector,larskotthoff
FSelectorRcpp,mi2-warsaw
fsemipar,cran
fsia,micbtz
FSinR,cran
FSInteract,rajenshah
FSK2R,albgarre
fslr,muschellij2
FSM,ambarish-chattopadhyay
fsMTS,cran
FSMUMI,cran
fsn,cran
fso,dvrbts
fspe,jmbh
fsr,accarniel
fSRM,nicebread
fssemR,ivis4ml
FSSF,boyangshang
fst,fstpackage
fst4pg,tmaryhuard
Fstability,cran
fstcore,marcusklik
fsthet,spflanagan
FSTpackage,cran
ftaproxim,haghbinh
ftDK,mikkelkrogsholm
ftExtra,atusy
fTrading,cran
ftrCOOL,sareameri
ftsa,cran
ftsspec,cran
fude,takeshinishimura
fuel,cran
fueleconomy,hadley
fugue,cran
fuj,jmbarbone
fullfact,ahoude
fullROC,yuerany
fun,yihui
func2vis,raghvendra5688
FunCC,agostino-torti
FuncDiv,gavinmdouglas
funcharts,unina-sfere
FunChIP,bioc
funchir,michaelchirico
FunChisq,joemsong
FuncMap,bryanhanson
FuncNN,b-thi
FunctanSNP,cran
functional,klutometis
functiondepends,jakubsob
funData,clarahapp
fundiversity,funecology
funFEM,cran
fungible,nwaller
funGp,djbetancourt-gh
funique,mkearney
fUnitRoots,r-forge
funkyheatmap,funkyheatmap
funLBM,cran
funmediation,dziakj1
funModeling,pablo14
funneljoin,robinsones
FunnelPlotR,nhs-r-community
funnelR,mattkumar
funpca,lfrm
funprog,py-b
funr,sahilseth
funrar,rekyt
funreg,dziakj1
funspace,carlosp-carmona
funStatTest,gdurif
FUNTA,cran
funtimes,cran
funtooNorm,bioc
FunWithNumbers,cellocgw
furniture,tysonstanley
furrr,davisvaughan
fusedMGM,jaehyunparkbiostat
fusen,thinkr-open
fuser,cran
FuseSOM,ecool50
fusionchartsR,alexym1
fusionclust,trambakbanerjee
FusionLearn,hermitz9
futile.logger,cran
futile.options,cran
futility,mjuraska
future,henrikbengtsson
future.apply,henrikbengtsson
future.batchtools,henrikbengtsson
future.callr,henrikbengtsson
future.tests,henrikbengtsson
futureheatwaves,geanders
fuzzr,mdlincoln
Fuzzy.p.value,cran
FuzzyAHP,jancaha
FuzzyClass,leapigufpb
FuzzyDBScan,henrifnk
fuzzyforest,daniel-conn17
fuzzyjoin,dgrtwo
FuzzyLP,cran
FuzzyM,cran
FuzzyMCDM,cran
FuzzyNumbers,gagolews
FuzzyNumbers.Ext.2,cran
FuzzyQ,ligophorus
FuzzyR,cran
fuzzyRankTests,cjgeyer
fuzzyreg,nmartinkova
FuzzyResampling,mroman-ibs
fuzzySim,ambarbosa
FuzzySimRes,mroman-ibs
FuzzyStatProb,cran
FuzzyStatTra,cran
FuzzyStatTraEOO,uo270115
FuzzySTs,berkachyr
fuzzywuzzyR,mlampros
fwb,ngreifer
FWDselect,sestelo
fwi.fbp,r-forge
fwildclusterboot,s3alfisc
FWRGB,cran
fwsim,mikldk
fxl,miyamot0
fxregime,zeileis
fxTWAPLS,special-uor
fy,hughparsonage
g.data,cran
G2Sd,reg-gallon
g3viz,g3viz
GA,luca-scr
GA4GHclient,labbcb
GA4GHshiny,labbcb
GAabbreviate,basahdra
GABB,cran
GACFF,hoshmandcomputer
GAD,cran
GADAG,magalichampion
gadget2,bthe
gadget3,gadget-framework
gafit,cran
gaga,davidrusi
GAGAs,cran
gage,datapplab
gaggle,bioc
gaiah,eriqande
gainML,hhwangbo
gains,cran
GAIPE,cran
galah,atlasoflivingaustralia
galigor,selesnow
GALLO,pablobio
galts,cran
galvanizer,jonlinca
gam,trevorhastie
gamair,cran
gambin,txm676
gamblers.ruin.gameplay,roy-sr-007
