package,registry,owner
GSSE,cran,
gStream,cran,
gstsm,cran,
GsymPoint,cran,
gsynth,cran,
gte,cran,
gTests,cran,
gTestsMulti,cran,
gtheory,cran,canoemoore
gto,cran,thebioengineer
gtop,cran,cugliari
gtWAS,cran,junhuili1017
GUIDE,cran,subramanianshub
GUIDEseq,bioc,
GUIProfiler,cran,fdevillar
Guitar,bioc,
gumbel,cran,
gumboot,cran,kevinshook
GUniFrac,cran,
GUTS,cran,ojakoby
GVARX,cran,
gvlma,cran,
GWAS.BAYES,bioc,
GWASbyCluster,cran,ubclxing
gwascat,bioc,vjcitn
GWASExactHW,cran,
GWASinspector,cran,
gwer,cran,
gwfa,cran,
GWI,cran,bouba444
GWLelast,cran,kingqwert
GWmodel,cran,lbb220
gWQS,cran,renzetti
GWRM,cran,svilchez
gwrr,cran,dcwheels
GWsignif,cran,changjianggithub
GxEScanR,cran,jimb3
h0,cran,hyungsuktak
h2o,cran,tomasfryda
h2o4gpu,cran,navdeep-g
h5vc,bioc,
haarfisz,cran,
HAC,cran,
HadamardR,cran,
HaDeX,cran,werpuc
halfcircle,cran,wherewindstay
halk,cran,
handwriter,cran,jamesetay1
handyplots,cran,schwartstack
hans,cran,
hapassoc,cran,kmburkett
hapFabia,bioc,
Hapi,cran,rli012
Haplin,cran,hkgjess
haplo.stats,cran,sinnweja
HaploSim,cran,albartcoster
haplotyper,cran,gastonquero
happytime,cran,
hapsim,cran,
HardyWeinberg,cran,jangraffelman
Harman,bioc,
harmonicmeanp,cran,
harmonizer,cran,
harmony,cran,ilyakorsunsky
Harshlight,bioc,
Harvest.Tree,cran,
hash,cran,drjphughesjr
Hassani.SACF,cran,
Hassani.Silva,cran,
hawkes,cran,riadhzaatour
HazardDiff,cran,deniserava
hbal,cran,
hBayesDM,cran,youngahn
hbbr,cran,drsmukherjee
hbim,cran,
hbmem,cran,prattems
hbsae,cran,hjboonstra
HBSTM,cran,
hca,bioc,
hce,cran,
hchinamap,cran,r-stata
HCR,cran,jie-qiao
HCT,cran,
HCTDesign,cran,tpatni123
HCTR,cran,lethargy608
hda,cran,g-rho
hdbinseg,cran,haeran-cho
hdbm,cran,
HDBRR,cran,castlemon
hdcate,cran,
HDclassif,cran,
HDclust,cran,
HDcpDetect,cran,natasha-stewart
HDCurves,cran,
hdd,cran,
HDDesign,cran,
hddplot,cran,jhmaindonald
hdflex,cran,
HDGLM,cran,
hdi,cran,meierluk
HDInterval,cran,ngumbang
HDiR,cran,
hdiVAR,cran,
HDLSSkST,cran,biplab44
hdmed,cran,
HDMFA,cran,
HDMT,cran,
HDOMDesign,cran,
HDoutliers,cran,
hdpca,cran,
HDRFA,cran,
HDSpatialScan,cran,
HDtest,cran,
HDtweedie,cran,
heatex,cran,atkinsjay
heatmap3,cran,
heatmapFit,cran,
heatmapFlex,cran,
heatmaps,bioc,
HeckmanEM,cran,
HEDA,cran,ninalty
HellCor,cran,lafaye
helloJavaWorld,cran,tverbeke
HelloRanges,bioc,lawremi
HELP,bioc,reidt03
HelpersMG,cran,marc-girondot
HEM,bioc,
hemispheR,cran,fchianucci
hergm,cran,michael-schweinberger
heritability,cran,wtkr
hermite,cran,
hero,cran,jfrench
HeterFunctionalData,cran,
HeteroGGM,cran,
heteromixgm,cran,
hetGP,cran,mbinois
hetsurr,cran,laylaparast
hett,cran,drj001
HextractoR,cran,
HGC,bioc,
hglasso,cran,keanmingtan
hglm,cran,
hglm.data,cran,
hgm,cran,nobuki-takayama
HGMND,cran,zjq-ruc
HGraph,cran,stongan
HGSL,cran,
hgwrr,cran,hpdell
HH,cran,rmheiberger
hhh4contacts,cran,bastistician
hhi,cran,
HhP,cran,
hht,cran,dannycbowman
hiAnnotator,bioc,
HiCBricks,bioc,
HiCDCPlus,bioc,
HiCseg,cran,levyleduc
hiddenf,cran,jasonaosborne
HiddenMarkov,cran,
HiDimDA,cran,
hierarchicalDS,cran,pconn
hierGWAS,bioc,
hierinf,bioc,
highDmean,cran,huaiyuzhang
HighestMedianRules,cran,bixiou
highmean,cran,
highMLR,cran,atanubhattacharjee
highriskzone,cran,
highs,cran,fl0sch
highSCREEN,cran,
highTtest,cran,sth1402
higlasso,cran,
higrad,cran,captainyc
HilbertVis,bioc,
HilbertVisGUI,bioc,
hildareadR,cran,sebakalu
hindex,cran,
hindexcalculator,cran,salavifard
hipathia,bioc,
hiphop,cran,
hipread,cran,
hiReadsProcessor,bioc,
HIREewas,bioc,
HiResTEC,cran,janlisec
histry,cran,gmbecker
HiTC,bioc,
hive,cran,theussl
hkclustering,cran,
hkex.api,cran,cskmlui
HKprocess,cran,hristostyr
HLSM,cran,tmsweet
HMB,cran,
hmdbQuery,bioc,vjcitn
HMDHFDplus,cran,timriffe
hmeasure,cran,
HMM,cran,
hmm.discnp,cran,rolfturner
HMMcopula,cran,mamadouyamar
HMMcopy,bioc,
HMMEsolver,cran,jwboys26
HMMextra0s,cran,
hmmm,cran,
HMMmlselect,cran,dorminiakao
HMMpa,cran,rforaita
HMP,cran,
HMPTrees,cran,
HMR,cran,
hmstimer,cran,joethorley
HMTL,cran,hermitz9
HMVD,cran,
hNMF,cran,nsauwen
hnp,cran,
hoa,cran,
HodgesTools,cran,tyler-hansen
holdem,cran,rickucla
holiglm,cran,
holland,cran,jhhmuc
homals,cran,pmair78
homeR,cran,
hommel,cran,jellegoeman
homnormal,cran,fikrigokpinar
hopach,bioc,
hopbyhop,cran,chedgala
horseshoe,cran,svdpas
hot.deck,cran,jgill22
hotspot,cran,
hotspots,cran,anthonydn
howmany,cran,
hpa,cran,bogdanpotanin
hpackedbubble,cran,r-stata
hpar,bioc,
hpcwld,cran,
hpfilter,cran,
hpoPlot,cran,daniel-jg
HQM,cran,
hqmisc,cran,hugoquene
hqreg,cran,
hrt,cran,
HRW,cran,mattwand
HS,cran,
HSAUR,cran,thothorn
HSAUR2,cran,thothorn
HSAUR3,cran,thothorn
hscovar,cran,wittenburg
hsdar,cran,lwlr
HSDiC,cran,
hse,cran,rolfturner
hsem,cran,rezzy94
hset,cran,
HSEtest,cran,marsdu1989
hsphase,cran,
HSPOR,cran,florine-greciet
hsrecombi,cran,wittenburg
htestClust,cran,
htetree,cran,jiahuixu1
HTMLUtils,cran,
HTqPCR,bioc,
HTRX,cran,
HTSeqGenie,bioc,
HTSFilter,bioc,
htsr,cran,
HTT,cran,jiaqihu2021
httpRequest,cran,aw256
hudr,cran,
HUM,cran,
HumanTranscriptomeCompendium,bioc,vjcitn
hummingbird,bioc,
hwde,cran,
HWEintrinsic,cran,
hwordcloud,cran,r-stata
hwriter,cran,greg-cotam
hwwntest,cran,
HybridDesign,cran,
HybridMicrobiomes,cran,bewicklab
HybridMTest,bioc,
hybridogram,cran,
hybridts,cran,
hydra,cran,mkellerressel
HYDROCAL,cran,
HydroCode,cran,
hydrogeo,cran,
HydroMe,cran,
hydropeak,cran,
hydroroute,cran,
hydroToolkit,cran,ezetoum
HyperbolicDist,cran,dsco036
hypercube,cran,
hyperdraw,bioc,
HyperG,cran,dmarchette
hypergate,cran,
hypergraph,bioc,
hypersampleplan,cran,xbjxh
hypoRF,cran,hedigers
hypothesis,cran,krystian8207
hypsoLoop,cran,fgashakamba
HyRiM,cran,
hySpc.testthat,cran,cbeleites
hysteresis,cran,aparkhurst
IAcsSPCR,cran,johnjsl7
iAdapt,cran,
iai,cran,jackdunnnz
iapws,cran,jondebove
iAR,cran,felipeelorrieta
IASD,cran,
iASeq,bioc,
iasva,bioc,
IATanalytics,cran,danielstorage
IATScore,cran,dstorage2
iBATCGH,cran,albertocassese
iBBiG,bioc,
ibd,cran,doer0
IBDLabels,cran,
ibdreg,cran,sinnweja
IBDsim,cran,
ibelief,cran,
IBFS,cran,
ibh,bioc,
ibmdbR,cran,
iBMQ,bioc,
ibr,cran,pierre-andre
ibs,cran,fchenhku
iBST,cran,cyprien84
ic.infer,cran,ugroempi
iC10,cran,
iC10TrainingData,cran,
ica,cran,
iCAMP,cran,
icardaFIGSr,cran,
iCARH,cran,takouajendoubi
ICC.Sample.Size,cran,
iccCounts,cran,jlcarrascoub
iccde,cran,
ICcforest,cran,weichiyao
iccTraj,cran,jlcarrascoub
icd.data,cran,
icdGLM,cran,sdlugosz
ICEbox,cran,
ICEinfer,cran,
icenReg,cran,pistacliffcho
Icens,bioc,
icertool,cran,
icesConnect,cran,colinpmillar
icesSD,cran,colinpmillar
ICGE,cran,itziari
ICglm,cran,
ICGOR,cran,jierazhou
iCheck,bioc,weiliangqiu
iChip,bioc,
iClick,cran,
iClusterPlus,bioc,
icmm,cran,vitara-p
iCNV,bioc,
ICODS,cran,sth1402
ICRanks,cran,almohamad
icrf,cran,hunyong
icRSF,cran,
ICS,cran,klauschn
ICSKAT,cran,ryansunwork
ICSNP,cran,klauschn
ICSOutlier,cran,klauschn
ICSShiny,cran,klauschn
ICSsmoothing,cran,lubomirantoni
ICsurv,cran,
ICtest,cran,klauschn
ICV,cran,osavchuk
idar,cran,
idarps,cran,lionelvoirol
IDCard,cran,marsdu1989
idcnrba,cran,
ideamdb,cran,luzmmorales
IdeoViz,bioc,
ider,cran,hinohide
IDetect,cran,
IDF,cran,
iDINGO,cran,
idiogram,bioc,
idm,cran,amarkos
IDmeasurer,cran,
iDOS,cran,
iDOVE,cran,sth1402
IDPmisc,cran,
IDPSurvival,cran,mangilif
idr,cran,qlilab
idr2d,bioc,
IDSA,cran,
ieeeround,cran,amato-gianluca
IFMCDM,cran,a-dudek-ue
iForecast,cran,
IFP,cran,pgprojects
ifs,cran,
ig.vancouver.2014.topcolour,cran,rtanglao
iGasso,cran,
IGCities,cran,davidzarruk
IGoRRR,cran,
igraphtosonia,cran,
iGSEA,cran,luwt
IGST,cran,nitzzzzzzz
IHSEP,cran,fchenhku
IHW,bioc,
iIneq,cran,tfliaoui
IIProductionUnknown,cran,
IIVpredictor,cran,
imageData,cran,
imagefx,cran,alexjcwitsil
imageHTS,bioc,
IMak,cran,
IMAS,bioc,
imdbapi,cran,
IMEC,cran,
iMediate,cran,
IMmailgun,cran,
IMMAN,bioc,minoo-asty
immunoClust,bioc,
imp4p,cran,jacky11
IMPACT,cran,nshuerta
ImpactEffectsize,cran,ime-tmp-ffm
IMPCdata,bioc,
impimp,cran,paul-fink
ImportanceIndice,cran,
ImportExport,cran,isubirana
imprecise101,cran,
impressionist.colors,cran,
impute,bioc,hrpcisd
imputeLCMD,cran,samwieczorek
imputeMissings,cran,mjmeire
imputeYn,cran,hasinurkhan
iMRMC,cran,brandon-gallas
IMTest,cran,
in2extRemes,cran,ericgilleland
inaparc,cran,
inca,cran,drwolf85
INCATome,cran,
IncDTW,cran,maxar
incidental,cran,
IncomPair,cran,
indelmiss,cran,
independence,cran,
IndepTest,cran,
IndexConstruction,cran,simontrimborn
IndexNumber,cran,
IndGenErrors,cran,
indirect,cran,ghosack
InDisc,cran,
IndTestPP,cran,
ineq,cran,zeileis
ineqJD,cran,albertoarcagni
iNETgrate,bioc,
InferenceSMR,cran,detal9
infinitefactor,cran,
infinityFlow,bioc,
InfiniumPurify,cran,aipao757
Inflect,cran,
inflection,cran,dchristop
InflectSSP,cran,
influence.ME,cran,rensenieuwenhuis
influence.SEM,cran,
informedSen,cran,
infotheo,cran,meyerp-software
InfoTrad,cran,murattinic
infraFDTD.assist,cran,ajakef
Infusion,cran,f-rousset
injectoR,cran,lev-kuznetsov
INLABMA,cran,becarioprecario
inlcolor,cran,jfisher-usgs
inlpubs,cran,jfisher-usgs
InPosition,cran,
INPower,bioc,wheelerb
INSPEcT,bioc,
InspectChangepoint,cran,
INSPECTumours,cran,bairuzhang
INSPIRE,cran,
instagramadsR,cran,pablosanmar
insuranceData,cran,
InTAD,bioc,
intamap,cran,jskoien
intansv,bioc,
IntCal,cran,maarten14c
intccr,cran,
intcensROC,cran,
integIRTy,cran,
IntegrateBs,cran,
IntegratedJM,cran,
IntegratedMRF,cran,razrahman
intensity.analysis,cran,
intensitynet,cran,ai4pork
interacCircos,bioc,
InteractionSet,bioc,
interactionTest,cran,
interactiveDisplay,bioc,
interactiveDisplayBase,bioc,
interca,cran,intercapackage
IntEREst,bioc,
InterfaceqPCR,cran,
interflex,cran,lzy318
interfr,cran,
interim,cran,bbecker-bayer
interimApp,cran,bbecker-bayer
interleave,cran,
interp,cran,
interpret,cran,interpret-ml
InterpretMSSpectrum,cran,janlisec
interpretR,cran,ballings
InterSIM,cran,
InterVA5,cran,jarathomas
interval,cran,
intervalaverage,cran,myoung3
IntervalSurgeon,cran,daniel-jg
intervcomp,cran,
IntLIM,cran,
intmed,cran,ncysur
IntNMF,cran,
intRegGOF,cran,
INTRIGUE,cran,mkleinsa
intrinsicKappa,cran,
intRvals,cran,
inum,cran,thothorn
InvariantCausalPrediction,cran,
InvasionCorrection,cran,
inventorize,cran,
Inventorymodel,cran,
invGauss,cran,hkgjess
invLT,cran,
ioanalysis,cran,julianwadeoolman
IOHexperimenter,cran,
IOLS,cran,nassimzbalah
ioncopy,cran,budczies
IONiseR,bioc,
ionr,cran,ukuvainik
iosmooth,cran,
ip2proxy,cran,ip2location
iPAC,bioc,
ipbase,cran,
IPCAPS,cran,
IPCWK,cran,
ipcwswitch,cran,
IPDfromKM,cran,naliustat
IPEC,cran,
ipflasso,cran,boulesteix
ipft,cran,esansano
iplookupapi,cran,
IPMbook,cran,
IPPP,cran,niklashohmann
ipr,cran,
ipred,cran,thothorn
ips,cran,
ipw,cran,
IPWboxplot,cran,anaperezgonzalez
ipwCoxCSV,cran,shu-d
ipwErrorY,cran,shu-d
iRafNet,cran,
irboost,cran,zhuwang46
iRegression,cran,
iRepro,cran,
Irescale,cran,jivfur
IRISFGM,bioc,
IrishDirectorates,cran,riccardorastelli
IRISMustangMetrics,cran,
IRISSeismic,cran,
iRoCoDe,cran,raajash
irr,cran,
irrCAC,cran,
irrICC,cran,
irrNA,cran,
IRTBEMM,cran,
irtGUI,cran,huseyinyildiz35
irtoys,cran,irtools
irtQ,cran,hwangq
irtrees,cran,irtools
irtreliability,cran,
ISAT,cran,wangminyu
ISCO08ConveRsions,cran,nschwitter
isdals,cran,ekstroem
iSeq,bioc,
ISEtools,cran,
iSFun,cran,
isingLenzMC,cran,
IsingSampler,cran,
island,cran,vjontiveros
islasso,cran,gianluca-sottile
ISLET,bioc,
ISLR,cran,trevorhastie
ISLR2,cran,trevorhastie
ISM,cran,gunjan15
ismev,cran,ericgilleland
isni,cran,
Iso,cran,rolfturner
isoboost,cran,
IsoCheck,cran,
isocir,cran,sandra-barragan
ISOcodes,cran,
IsoCor,cran,janlisec
IsoCorr,cran,jeroen-schreel
IsoCorrectoR,bioc,
IsoCorrectoRGUI,bioc,
IsoGene,cran,
ISoLDE,bioc,
isopam,cran,heterocephalus
isopat,cran,
ISOpureR,cran,pboutros
isoSurv,cran,yunrochung
isotonic.pen,cran,
IsotopeR,cran,troutinthemilk
isoWater,cran,bumbanian
ISOweek,cran,
ispd,cran,doer0
ISR,cran,
ISS,cran,
istacr,cran,
iSubGen,cran,pboutros
isva,cran,aet21
ISwR,cran,pdalgd
ITALICS,bioc,
itcSegment,cran,micheledalponte
iterativeBMA,bioc,
iterativeBMAsurv,bioc,
IterativeHardThresholding,cran,msuchard
iterLap,cran,
itertools,cran,steveweston
ITNr,cran,matt-smith430
iTOP,cran,nanne-aben
ITRLearn,cran,
ITRSelect,cran,
itsadug,cran,jacolien
itsmr,cran,georgeweigt
ivaBSS,cran,
IVAS,bioc,
ivdesc,cran,sumtxt
ivdesign,cran,
ivDiag,cran,
ivitr,cran,
ivprobit,cran,zedtaha
ivregEX,cran,
ivsacim,cran,andrewyyp
ivtools,cran,arvsjo
ivygapSE,bioc,vjcitn
iWeigReg,cran,
iWISA,cran,chelsey-xiao
IWTomics,bioc,
iZID,cran,xiaomangmang
jackknifeKME,cran,hasinurkhan
JacobiEigen,cran,billvenables
jacpop,cran,
JADE,cran,klauschn
jadeLizardOptions,cran,maheshpkumar
janus,cran,
japanstat,cran,uchidamizuki
jarbes,cran,bayesstats
jcext,cran,noeliaof
jcp,cran,
JCRImpactFactor,cran,shahlafaisal
jeek,cran,blw921
jenga,cran,
jetset,cran,
JFE,cran,
JFM,cran,riccarl
JGEE,cran,
JGL,cran,
JGR,cran,markush81
jgsbook,cran,
jlctree,cran,
JM,cran,drizopoulos
jmatrix,cran,jdmde
jmBIG,cran,atanubhattacharjee
jmdem,cran,
JMdesign,cran,sth1402
jmetrik,cran,meyerjp3
JMI,cran,xianlizeng
Jmisc,cran,ctszkin
jmuOutlier,cran,
jmvconnect,cran,jonathon-love
JoF,cran,
joint.Cox,cran,
jointMeanCov,cran,mdhornstein
JointModel,cran,
jointNmix,cran,
JOPS,cran,pauleilers
JoSAE,cran,jonibio
JOUSBoost,cran,molson2
JPEN,cran,
JQL,cran,anoce-cvae
jquerylib,cran,cpsievert
jrt,cran,nilsmy
jskm,cran,jinseob2kim
JSM,cran,helenxu
jsonify,cran,
jsonstat,cran,zedoul
JSparO,cran,
jubilee,cran,slihn
JUMP,cran,
JustifyAlpha,cran,
jvnVaR,cran,
kalmanfilter,cran,hubbardalex
kaos,cran,hfloechel
kaphom,cran,
KappaGUI,cran,frederic-santos
kappalab,cran,
kappaSize,cran,
karaoke,cran,
KarsTS,cran,marinasams
kazaam,cran,wrathematics
KbMvtSkew,cran,
Kcop,cran,yvesngounou
kcpRS,cran,
KCSKNNShiny,cran,chaithanya07
KCsmart,bioc,
kdist,cran,tlamontsmith
kdpee,cran,
keep,cran,pjumppanen
KEGGgraph,bioc,
KEGGlincs,bioc,
keggorthology,bioc,vjcitn
KEGGREST,bioc,
Kendall,cran,angusian
kendallRandomWalks,cran,
KENDL,cran,jamesyuc
KenSyn,cran,fbrun-acta
kequate,cran,
KERE,cran,
kergp,cran,roustant
kerndwd,cran,boxiang-wang
kernelFactory,cran,ballings
Kernelheaping,cran,mgross
kernelPhil,cran,siqatzi
kernhaz,cran,
kernlab,cran,alexkz
kernplus,cran,hhwangbo
KernSmooth,cran,
KernSmoothIRT,cran,mcguirebc
kerSeg,cran,
kerTests,cran,
Keyboard,cran,
keyplayer,cran,ugeneliu
keyringr,cran,
kfda,cran,ainsuotain
kfino,cran,sanchezi
KFPCA,cran,
KFPLS,cran,
kgc,cran,clb117
kgen,cran,dm807cam
KGode,cran,
kgschart,cran,kota7
kidney.epi,cran,borisbikbov
kimfilter,cran,hubbardalex
kin.cohort,cran,victor-moreno
KingCountyHouses,cran,
KinMixLite,cran,petergreen5678
KinSwingR,bioc,
kissmig,cran,codelab3
kko,cran,
klaR,cran,
kldtools,cran,ashipunov
km.ci,cran,tverbeke
kmed,cran,weksi-budiaji
Kmedians,cran,godichon-baggioni
kml,cran,
kml3d,cran,
kmodR,cran,
KMsurv,cran,jun-yan
KneeArrower,cran,
KNNShiny,cran,kartikeyabolar
kNNvs,cran,eddie0118
knockoff,cran,msesia
KnockoffScreen,cran,
KnockoffTrio,cran,
KnowBR,cran,
KnowSeq,bioc,
kofnGA,cran,
KOGMWU,cran,z0on
kohonen,cran,rwehrens
kosel,cran,
KoulMde,cran,jwboys26
Kpart,cran,egolinko
kpcalg,cran,
kpeaks,cran,
kpmt,cran,map2085
kpodclustr,cran,jocelynchi
kriens,cran,
krige,cran,byersjs
kriging,cran,oeo4b
KrigInv,cran,dazzimonti
krippendorffsalpha,cran,drjphughesjr
KRIS,cran,
KRLS,cran,jankee2022
krm,cran,youyifong
KRMM,cran,ljacquin
ks,cran,tarnduong
KSA,cran,aboaziz1
kSamples,cran,
ksNN,cran,keeeeei0315
KSPM,cran,catherineschramm
ksrlive,cran,
kst,cran,chockemeyer
kStatistics,cran,
kstIO,cran,chockemeyer
kstMatrix,cran,chockemeyer
KTensorGraphs,cran,
ktsolve,cran,cellocgw
kuiper.2samp,cran,
Kurt,cran,
kutils,cran,pauljohn32
kza,cran,closebrian
kzs,cran,
l0ara,cran,
l1ball,cran,
l1kdeconv,cran,zhaoli2017
l1spectral,cran,
L2DensityGoFtest,cran,
L2E,cran,jocelynchi
LA,cran,
labdsv,cran,dvrbts
label.switching,cran,mqbssppe
labeling,cran,nunosempere
labelVector,cran,nutterb
labNorm,cran,aviezerl
LabourMarketAreas,cran,
labstatR,cran,
lacm,cran,
LAD,cran,fchianucci
laGP,cran,rbgramacy
lagsarlmtree,cran,zeileis
LagSequential,cran,bpoconnor
lambda.r,cran,
lambdaTS,cran,
landest,cran,laylaparast
landmix,cran,laylaparast
landpred,cran,laylaparast
landsat,cran,sarahgoslee-usda
landsat8,cran,
landsepi,cran,
Langevin,cran,
languageR,cran,
LaplaceDeconv,cran,
lapmix,bioc,
lar,cran,rlzijdeman
LARF,cran,
LARisk,cran,
lars,cran,trevorhastie
LassoBacktracking,cran,rajenshah
LassoNet,cran,jstriaukas
lassoshooting,cran,tabenius
LassoSIR,cran,zhaozhg81
latdiag,cran,deweyme
latentgraph,cran,
Laterality,cran,antonyborel
latticeDensity,cran,ronbarry
LatticeDesign,cran,
LatticeKrig,cran,dnychka
lavaan,cran,
lavaan.survey,cran,daob
LavaCvxr,cran,
Lavash,cran,boriking81
lazy,cran,theoverhelst
lazyData,cran,billvenables
LBE,bioc,
lbfgsb3c,cran,mattfidler
lbm,cran,zhuchao0228
lboxcox,cran,ubclxing
LBPG,cran,
lbreg,cran,
LCA,cran,edcurry
LCAextend,cran,
LCCR,cran,francescobartolucci
lcda,cran,mchlbckr
LCF,cran,
LCFdata,cran,
LCMCR,cran,dmanriqu
LCMSQA,cran,jaehyunjoo
lcpm,cran,
lctools,cran,kalogirous
lcyanalysis,cran,john401528
lda,cran,slycoder
LDAandLDAS,cran,
LDABiplots,cran,pilacuan-bonete-luis
ldamatch,cran,kylebgorman
ldblock,bioc,vjcitn
ldbounds,cran,aflyfortrout
LDcorSV,cran,aursiber
lddmm,cran,
ldhmm,cran,slihn
LDRTools,cran,klauschn
ldt,cran,rmojab63
LEA,bioc,
leaderCluster,cran,statsmaths
leafdown,cran,andreash0
leaflet.minicharts,cran,veroniquerte
leafSTAR,cran,aguslespi
LEANR,cran,
LEAP,cran,
leapp,cran,
leaps,cran,tslumley
LeArEst,cran,
LearnClust,cran,robertoalcantara9
LearnGeom,cran,albrizre
LearningRlab,cran,
LearningStats,cran,maribelborrajo
leerSIECyL,cran,
lefko3,cran,
LEGIT,cran,alexiajm
leiv,cran,davidsleonard
LeMaRns,cran,michaelspence
leprechaun,cran,
leptokurticMixture,cran,rpbrowne
lero.lero,cran,lucasprocessi
les,bioc,
less,cran,bozercavdar
lessR,cran,dgerbing
lestat,cran,pettermostad
levi,bioc,
LFDR.MLE,cran,txucrut
LFDR.MME,cran,
LFDREmpiricalBayes,cran,empiricalbayes
lgarch,cran,
lgcp,cran,bentaylor1
LGEWIS,cran,
LGRF,cran,
lgtdl,cran,aallignol
LHD,cran,
libbib,cran,tonyfischetti
libcoin,cran,thothorn
LiblineaR,cran,dnalytics
Libra,cran,
libstableR,cran,javroyva
LIC,cran,
lidaRtRee,cran,jmmonnet
lifecourse,cran,marmalade-icecream
LifeHist,cran,ruben-hernan
LifeInsuranceContracts,cran,kainhofer
lifelogr,cran,lisaannyu
LifeTables,cran,
lift,cran,sghoorna
liftLRD,cran,
lightgbm,cran,
likelihoodAsy,cran,rugbel
likelihoodR,cran,
lilikoi,cran,granatumx
lillies,cran,
LilRhino,cran,
LIM,cran,karlines
limma,bioc,gksmyth
limmaGUI,bioc,gksmyth
limSolve,cran,karlines
LinCal,cran,
lincom,cran,
LindleyPowerSeries,cran,tragedybmc127
linea,cran,
LinearDetect,cran,
linearModel,cran,
linearQ,cran,
LinearRegressionMDE,cran,
linERR,cran,
Linkage,cran,
LinkedGASP,cran,ksenia-kyzyurova
linkedInadsR,cran,pablosanmar
LinkHD,bioc,
Linnorm,bioc,
LinRegInteractive,cran,datscimema
LINselect,cran,
LinTInd,bioc,
lipidmapsR,cran,mingzhuotina
lipidomeR,cran,
LiquidAssociation,bioc,
lira,cran,
lisrelToR,cran,
list,cran,graemeblair
listArray,cran,sigbertklinke
LIStest,cran,
listr,cran,
litRiddle,cran,computationalstylistics
litteR,cran,
liureg,cran,itfeature
liver,cran,rezamoammadi
ljr,cran,
llama,cran,larskotthoff
llbayesireg,cran,rosineide
LLM,cran,arnoxieseg
llogistic,cran,rosineide
lm.beta,cran,
lm.br,cran,
lmap,cran,mjderooij
lmdme,bioc,
LMERConvenienceFunctions,cran,
lmerPerm,cran,
LMest,cran,francescobartolucci
lmf,cran,
lmfor,cran,laurimeh
lmmot,cran,mnwright
LMMsolver,cran,bartjanvanrossum
lmodel2,cran,jarioksa
LMoFit,cran,mohanad-zaghloul
lmom,cran,
Lmoments,cran,juhakarvanen
lmomRFA,cran,
lmreg,cran,williamqjw
lmridge,cran,itfeature
lmtest,cran,zeileis
lmtestrob,cran,
lmviz,cran,
lncDIFF,cran,qianli10000
LncFinder,cran,han-siyu
LNIRT,cran,
lnmCluster,cran,
LocalControl,cran,
LocalControlStrategy,cran,
localgauss,cran,torekleppe
localScore,cran,
localsolver,cran,
locateip,cran,judith-bourque
locfdr,cran,hrpcisd
locfit,cran,andyliaw-mrk
locits,cran,
Lock5Data,cran,statmanrobin
LocKer,cran,
locpol,cran,
locpolExpectile,cran,16cile
locStra,cran,ghahn-hsph
LOCUS,cran,
lodGWAS,cran,
lodr,cran,kmdono02
loe,cran,
loedata,cran,
LOGANTree,cran,
LogConcDEAD,cran,ychen101
logconcens,cran,
logcondens,cran,numbersman77
logcondiscr,cran,numbersman77
logib,cran,
logiBin,cran,snehatody1
logicDT,cran,michlau
logicFS,bioc,holgerschw
LogicReg,cran,
logihist,cran,
logistic4p,cran,johnnyzhz
LogisticCurveFitting,cran,debarghya9394
LogisticRCI,cran,
logitFD,cran,
logitT,bioc,
logNormReg,cran,vitomuggeo
LogRegEquiv,cran,
logspline,cran,
lokern,cran,mmaechler
lolliplot,cran,zhangrenl
LOMAR,cran,jkh1
lomb,cran,
LongCART,cran,madanstat
longit,cran,atanubhattacharjee
longitudinal,cran,
longitudinalData,cran,
longmemo,cran,mmaechler
longROC,cran,
longsurr,cran,laylaparast
LoomExperiment,bioc,
loon,cran,rwoldford
LoopAnalyst,cran,alexisdinno
LoopDetectR,cran,kathbaum
LoopRig,cran,
lordif,cran,
lorec,cran,rluo
lorenz,cran,ajc29
LorenzRegression,cran,althejack
lori,cran,
LOST,cran,jessica-arbour
LotkasLaw,cran,kciv
LowMACA,bioc,gmelloni
lowpassFilter,cran,florianpein
lpacf,cran,adunaic
LPBkg,cran,salgeri
lpc,cran,danielawitten
lpcde,cran,rajitachandak
LPCM,cran,
lpda,cran,mjnueda
lpdensity,cran,xinweima
LPE,bioc,
LPEadj,bioc,
LPGraph,cran,
lphom,cran,
lpint,cran,fchenhku
LPKsample,cran,kaijunwang19
LPM,cran,korry74
lpme,cran,
LPmerge,cran,jendelman
lpNet,bioc,
LPower,cran,
LPRelevance,cran,kaijunwang19
lpridge,cran,mmaechler
LPsmooth,cran,xiangyu2022
lpSolveAPI,cran,fl0sch
lpsymphony,bioc,
LqG,cran,lirong95
lqmix,cran,mfrancesca-marino
lqmm,cran,
lqr,cran,chedgala
LRBaseDbi,bioc,kokitsuyuzaki
LRcontrast,cran,
lrgs,cran,abmantz
lrmest,cran,
LRQMM,cran,rezaalavian
LRTH,cran,
LS2W,cran,eckleyi
LS2Wstat,cran,
lsa,cran,fwild
LSAfun,cran,fguenther
LSAmitR,cran,thkiefer
lsbclust,cran,schoonees
LSD,cran,birdumbrella
lsdbc,cran,ulandarisyamsudin
LSDinterface,cran,santannaks
LSDsensitivity,cran,santannaks
lsei,cran,yong3738
lsirm12pl,cran,jinaparkkk
lsl,cran,psyphh
